TimePeriod,GeoType,GeoID,GeoRank,Geography,10th percentile ppb,90th percentile ppb,Mean ppb
Summer 2010,UHF34,405,3,Ridgewood - Forest Hills,,,18.5
Summer 2010,UHF34,407,3,Southwest Queens,,,17.8
Summer 2010,UHF34,408,3,Jamaica,,,17.9
Summer 2010,UHF34,409,3,Southeast Queens,,,16.1
Summer 2010,UHF34,410,3,Rockaways,,,10.1
Summer 2010,UHF34,305307,3,Upper East Side-Gramercy,,,33.2
Summer 2010,UHF34,306308,3,Chelsea-Village  ,,,33
Summer 2010,UHF34,309310,3,Union Square-Lower Manhattan,,,28.6
Summer 2010,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,,,16.8
Summer 2010,UHF34,501502,3,Northern SI,,,14.9
Summer 2010,UHF34,503504,3,Southern SI,,,10.8
Summer 2010,UHF34,105106107,3,South Bronx,,,22.1
Summer 2010,Borough,1,1,Bronx,15.5,23.4,19.4
Summer 2010,Borough,2,1,Brooklyn,13.2,22.3,18.2
Summer 2010,Borough,3,1,Manhattan,22.3,37.4,28.5
Summer 2010,Borough,4,1,Queens,13.4,21,17.4
Summer 2010,Borough,5,1,Staten Island,8.2,17,12
Summer 2010,Citywide,1,0,New York City,10.5,22.9,17.6
Winter 2009-10,CD,101,6,Financial District (CD1),32.9,37,35.1
Winter 2009-10,CD,102,6,Greenwich Village and Soho (CD2),30.4,35.7,33.6
Winter 2009-10,CD,103,6,Lower East Side and Chinatown (CD3),27.6,35.2,31.4
Winter 2009-10,CD,104,6,Clinton and Chelsea (CD4),29.5,39.5,34.4
Winter 2009-10,CD,105,6,Midtown (CD5),39.2,46.6,43.1
Winter 2009-10,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),31.9,43.4,37.9
Winter 2009-10,CD,107,6,Upper West Side (CD7),28.2,31.8,30.2
Winter 2009-10,CD,108,6,Upper East Side (CD8),27.4,38,33.1
Winter 2009-10,CD,109,6,Morningside Heights and Hamilton Heights (CD9),27.3,30.3,29
Winter 2009-10,CD,110,6,Central Harlem (CD10),27.4,31.2,29.4
Winter 2009-10,CD,111,6,East Harlem (CD11),26.9,30.4,29
Winter 2009-10,CD,112,6,Washington Heights and Inwood (CD12),21.6,29.4,25.8
Winter 2009-10,CD,201,6,Mott Haven and Melrose (CD1),26.4,28.4,27.5
Winter 2009-10,CD,202,6,Hunts Point and Longwood (CD2),23.4,28.6,26.3
Winter 2009-10,CD,203,6,Morrisania and Crotona (CD3),25,28.3,26.9
Winter 2009-10,CD,204,6,Highbridge and Concourse (CD4),26.7,29.5,28.2
Winter 2009-10,CD,205,6,Fordham and University Heights (CD5),26,29.4,28
Winter 2009-10,CD,206,6,Belmont and East Tremont (CD6),24,27.9,26.3
Winter 2009-10,CD,207,6,Kingsbridge Heights and Bedford (CD7),23.4,27.5,25.4
Winter 2009-10,CD,208,6,Riverdale and Fieldston (CD8),18.4,25.4,21.4
Winter 2009-10,CD,209,6,Parkchester and Soundview (CD9),21.8,27.6,25.2
Winter 2009-10,CD,210,6,Throgs Neck and Co-op City (CD10),19.8,25.4,22.8
Winter 2009-10,CD,211,6,Morris Park and Bronxdale (CD11),22.4,25,23.7
Winter 2009-10,CD,212,6,Williamsbridge and Baychester (CD12),19.3,23.9,22
Winter 2009-10,CD,301,6,Greenpoint and Williamsburg (CD1),26.4,30.1,28.2
Winter 2009-10,CD,302,6,Fort Greene and Brooklyn Heights (CD2),27.7,32.1,29.8
Winter 2009-10,CD,303,6,Bedford Stuyvesant (CD3),28.2,29.8,29
Winter 2009-10,CD,304,6,Bushwick (CD4),25.3,29,27.8
Winter 2009-10,CD,305,6,East New York and Starrett City (CD5),22.9,28.7,26.5
Winter 2009-10,CD,306,6,Park Slope and Carroll Gardens (CD6),26.2,30.4,28.8
Winter 2009-10,CD,307,6,Sunset Park (CD7),23.8,30.3,27.6
Winter 2009-10,CD,308,6,Crown Heights and Prospect Heights (CD8),28.4,30.4,29.4
Winter 2009-10,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),28.1,29.8,29
Winter 2009-10,CD,310,6,Bay Ridge and Dyker Heights (CD10),23.5,29.3,27
Winter 2009-10,CD,311,6,Bensonhurst (CD11),25.8,28.2,27.3
Winter 2009-10,CD,312,6,Borough Park (CD12),27,29.3,28.3
Winter 2009-10,CD,313,6,Coney Island (CD13),21.7,26,24.1
Winter 2009-10,CD,314,6,Flatbush and Midwood (CD14),26.7,29.1,27.7
Winter 2009-10,CD,315,6,Sheepshead Bay (CD15),22.9,27.5,25.7
Winter 2009-10,CD,316,6,Brownsville (CD16),27.3,28.8,28.1
Winter 2009-10,CD,317,6,East Flatbush (CD17),26.7,29.7,28.1
Winter 2009-10,CD,318,6,Flatlands and Canarsie (CD18),20.1,27.4,24.7
Winter 2009-10,CD,401,6,Long Island City and Astoria (CD1),23.9,28.4,26.4
Winter 2009-10,CD,402,6,Woodside and Sunnyside (CD2),25.4,28.7,27.3
Winter 2009-10,CD,403,6,Jackson Heights (CD3),25.8,28.6,27.3
Winter 2009-10,CD,404,6,Elmhurst and Corona (CD4),27.5,30,28.7
Winter 2009-10,CD,405,6,Ridgewood and Maspeth (CD5),23.1,28.6,26.3
Winter 2009-10,CD,406,6,Rego Park and Forest Hills (CD6),24.8,29.6,27.2
Winter 2009-10,CD,407,6,Flushing and Whitestone (CD7),22.5,27.3,24.8
Winter 2009-10,CD,408,6,Hillcrest and Fresh Meadows (CD8),22.1,26.8,25
Winter 2009-10,CD,409,6,Kew Gardens and Woodhaven (CD9),25.3,28.1,26.8
Winter 2009-10,CD,410,6,South Ozone Park and Howard Beach (CD10),23.5,27.2,25.6
Winter 2009-10,CD,411,6,Bayside and Little Neck (CD11),20.1,25.6,23.2
Winter 2009-10,CD,412,6,Jamaica and Hollis (CD12),24.1,27.7,25.5
Winter 2009-10,CD,413,6,Queens Village (CD13),21.8,25,23.5
Winter 2009-10,CD,414,6,Rockaway and Broad Channel (CD14),18.5,22.8,21
Winter 2009-10,CD,501,6,St. George and Stapleton (CD1),20.4,24.7,22.9
Winter 2009-10,CD,502,6,South Beach and Willowbrook (CD2),16.8,22.1,19.3
Winter 2009-10,CD,503,6,Tottenville and Great Kills (CD3),14.2,19,16.7
Winter 2009-10,UHF34,101,3,Kingsbridge - Riverdale,,,21.4
Winter 2009-10,UHF34,102,3,Northeast Bronx,,,22.7
Winter 2009-10,UHF34,103,3,Fordham - Bronx Pk,,,23.9
Winter 2009-10,UHF34,104,3,Pelham - Throgs Neck,,,23.8
Winter 2009-10,UHF34,201,3,Greenpoint,,,28.1
Winter 2009-10,UHF34,202,3,Downtown - Heights - Slope,,,29.3
Winter 2009-10,UHF34,203,3,Bedford Stuyvesant - Crown Heights,,,28.9
Winter 2009-10,UHF34,204,3,East New York,,,26.8
Winter 2009-10,UHF34,205,3,Sunset Park,,,27.5
Winter 2009-10,UHF34,206,3,Borough Park,,,28.1
Winter 2009-10,UHF34,207,3,East Flatbush - Flatbush,,,28.1
Winter 2009-10,UHF34,208,3,Canarsie - Flatlands,,,24.6
Winter 2009-10,UHF34,209,3,Bensonhurst - Bay Ridge,,,26.5
Winter 2009-10,UHF34,210,3,Coney Island - Sheepshead Bay,,,25.3
Winter 2009-10,UHF34,211,3,Williamsburg - Bushwick,,,28.6
Winter 2009-10,UHF34,301,3,Washington Heights,,,26.4
Winter 2009-10,UHF34,302,3,Central Harlem - Morningside Heights,,,29.3
Winter 2009-10,UHF34,303,3,East Harlem,,,29.1
Winter 2009-10,UHF34,304,3,Upper West Side,,,30.2
Winter 2009-10,UHF34,401,3,Long Island City - Astoria,,,27.3
Winter 2009-10,UHF34,402,3,West Queens,,,27.6
Winter 2009-10,UHF34,403,3,Flushing - Clearview,,,24.8
Winter 2009-10,UHF34,405,3,Ridgewood - Forest Hills,,,26.4
Winter 2009-10,UHF34,407,3,Southwest Queens,,,26.1
Winter 2009-10,UHF34,408,3,Jamaica,,,25.4
Winter 2009-10,UHF34,409,3,Southeast Queens,,,23.4
Winter 2009-10,UHF34,410,3,Rockaways,,,21.1
Winter 2009-10,UHF34,305307,3,Upper East Side-Gramercy,,,36.5
Winter 2009-10,UHF34,306308,3,Chelsea-Village  ,,,36.1
Winter 2009-10,UHF34,309310,3,Union Square-Lower Manhattan,,,33.1
Winter 2009-10,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,,,23.8
Winter 2009-10,UHF34,501502,3,Northern SI,,,22.1
Winter 2009-10,UHF34,503504,3,Southern SI,,,17.9
Winter 2009-10,UHF34,105106107,3,South Bronx,,,27.1
Winter 2009-10,Borough,1,1,Bronx,20.4,28.1,24.4
Winter 2009-10,Borough,2,1,Brooklyn,23.7,29.6,27.2
Winter 2009-10,Borough,3,1,Manhattan,26.4,39.9,32.2
Winter 2009-10,Borough,4,1,Queens,21.7,28.1,25
Winter 2009-10,Borough,5,1,Staten Island,15.2,23.6,19.1
Winter 2009-10,Citywide,1,0,New York City,18.4,29.2,24.8
Annual Average 2009,CD,101,6,Financial District (CD1),34.1,38.9,36.6
Annual Average 2009,CD,102,6,Greenwich Village and Soho (CD2),31.1,37.1,34.8
Annual Average 2009,CD,103,6,Lower East Side and Chinatown (CD3),27.2,36.3,31.8
Annual Average 2009,CD,104,6,Clinton and Chelsea (CD4),30.5,42.4,36.3
Annual Average 2009,CD,105,6,Midtown (CD5),41.9,51.1,46.8
Annual Average 2009,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),32.6,46.8,39.9
Annual Average 2009,CD,107,6,Upper West Side (CD7),29.8,33.4,31.9
Annual Average 2009,CD,108,6,Upper East Side (CD8),27.5,40.2,34.4
Annual Average 2009,CD,109,6,Morningside Heights and Hamilton Heights (CD9),29.2,32.3,31
Annual Average 2009,CD,110,6,Central Harlem (CD10),29,33.1,31.2
Annual Average 2009,CD,111,6,East Harlem (CD11),27.5,31.4,29.8
Annual Average 2009,CD,112,6,Washington Heights and Inwood (CD12),23.6,31.6,28
Annual Average 2009,CD,201,6,Mott Haven and Melrose (CD1),26.5,29.3,28.1
Annual Average 2009,CD,202,6,Hunts Point and Longwood (CD2),22.6,28.9,26.1
Annual Average 2009,CD,203,6,Morrisania and Crotona (CD3),25.8,29.4,27.7
Annual Average 2009,CD,204,6,Highbridge and Concourse (CD4),28.2,31.1,29.7
Annual Average 2009,CD,205,6,Fordham and University Heights (CD5),27.7,31.1,29.6
Annual Average 2009,CD,206,6,Belmont and East Tremont (CD6),24.6,29,27.1
Annual Average 2009,CD,207,6,Kingsbridge Heights and Bedford (CD7),24.4,29.2,26.7
Annual Average 2009,CD,208,6,Riverdale and Fieldston (CD8),20.3,27.1,23.2
Annual Average 2009,CD,209,6,Parkchester and Soundview (CD9),20.7,27.2,24.6
Annual Average 2009,CD,210,6,Throgs Neck and Co-op City (CD10),17.8,24.4,21.3
Annual Average 2009,CD,211,6,Morris Park and Bronxdale (CD11),21.7,24.9,23.4
Annual Average 2009,CD,212,6,Williamsbridge and Baychester (CD12),19.7,24,22
Annual Average 2009,CD,301,6,Greenpoint and Williamsburg (CD1),25,29.2,27
Annual Average 2009,CD,302,6,Fort Greene and Brooklyn Heights (CD2),27.1,31.9,29.2
Annual Average 2009,CD,303,6,Bedford Stuyvesant (CD3),26.3,28.7,27.6
Annual Average 2009,CD,304,6,Bushwick (CD4),22.8,27.5,25.9
Annual Average 2009,CD,305,6,East New York and Starrett City (CD5),19.5,25.7,23.4
Annual Average 2009,CD,306,6,Park Slope and Carroll Gardens (CD6),24.9,29.5,27.7
Annual Average 2009,CD,307,6,Sunset Park (CD7),21.5,28.3,25.5
Annual Average 2009,CD,308,6,Crown Heights and Prospect Heights (CD8),26.4,29.1,27.8
Annual Average 2009,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),25.8,27.9,27
Annual Average 2009,CD,310,6,Bay Ridge and Dyker Heights (CD10),19.4,26.3,23.6
Annual Average 2009,CD,311,6,Bensonhurst (CD11),21,24.4,23
Annual Average 2009,CD,312,6,Borough Park (CD12),23,26.7,25.2
Annual Average 2009,CD,313,6,Coney Island (CD13),15.9,20.5,18.4
Annual Average 2009,CD,314,6,Flatbush and Midwood (CD14),22.9,26.5,24.4
Annual Average 2009,CD,315,6,Sheepshead Bay (CD15),16.8,22.8,20.4
Annual Average 2009,CD,316,6,Brownsville (CD16),24.6,26.4,25.6
Annual Average 2009,CD,317,6,East Flatbush (CD17),23.4,27.1,25.1
Annual Average 2009,CD,318,6,Flatlands and Canarsie (CD18),14.5,23.7,20.3
Annual Average 2009,CD,401,6,Long Island City and Astoria (CD1),22.8,27.6,25.4
Annual Average 2009,CD,402,6,Woodside and Sunnyside (CD2),23.7,27.5,25.9
Annual Average 2009,CD,403,6,Jackson Heights (CD3),23.9,27.2,25.6
Annual Average 2009,CD,404,6,Elmhurst and Corona (CD4),25.5,28.1,26.9
Annual Average 2009,CD,405,6,Ridgewood and Maspeth (CD5),20.5,26.6,24.1
Annual Average 2009,CD,406,6,Rego Park and Forest Hills (CD6),22.4,27.8,25
Annual Average 2009,CD,407,6,Flushing and Whitestone (CD7),20.3,25.3,22.7
Annual Average 2009,CD,408,6,Hillcrest and Fresh Meadows (CD8),19.3,24.4,22.4
Annual Average 2009,CD,409,6,Kew Gardens and Woodhaven (CD9),22.7,25.2,24.1
Annual Average 2009,CD,410,6,South Ozone Park and Howard Beach (CD10),19.6,24.1,22.2
Annual Average 2009,CD,411,6,Bayside and Little Neck (CD11),17.3,23.1,20.5
Annual Average 2009,CD,412,6,Jamaica and Hollis (CD12),20.7,25,22.3
Annual Average 2009,CD,413,6,Queens Village (CD13),18.1,21.8,19.9
Annual Average 2009,CD,414,6,Rockaway and Broad Channel (CD14),12.1,16.4,14.6
Annual Average 2009,CD,501,6,St. George and Stapleton (CD1),18.2,22.6,20.7
Annual Average 2009,CD,502,6,South Beach and Willowbrook (CD2),13.6,19.5,16.5
Annual Average 2009,CD,503,6,Tottenville and Great Kills (CD3),12.3,16.9,14.7
Annual Average 2009,UHF34,101,3,Kingsbridge - Riverdale,,,23.2
Annual Average 2009,UHF34,102,3,Northeast Bronx,,,22.4
Annual Average 2009,UHF34,103,3,Fordham - Bronx Pk,,,24.8
Annual Average 2009,UHF34,104,3,Pelham - Throgs Neck,,,22.8
Annual Average 2009,UHF34,201,3,Greenpoint,,,27
Annual Average 2009,UHF34,202,3,Downtown - Heights - Slope,,,28.4
Annual Average 2009,UHF34,203,3,Bedford Stuyvesant - Crown Heights,,,26.9
Annual Average 2009,UHF34,204,3,East New York,,,23.9
Annual Average 2009,UHF34,205,3,Sunset Park,,,25.3
Annual Average 2009,UHF34,206,3,Borough Park,,,24.8
Annual Average 2009,UHF34,207,3,East Flatbush - Flatbush,,,25.1
Annual Average 2009,UHF34,208,3,Canarsie - Flatlands,,,20.2
Annual Average 2009,UHF34,209,3,Bensonhurst - Bay Ridge,,,22.5
Annual Average 2009,UHF34,210,3,Coney Island - Sheepshead Bay,,,19.9
Annual Average 2009,UHF34,211,3,Williamsburg - Bushwick,,,27.1
Annual Average 2009,UHF34,301,3,Washington Heights,,,28.5
Annual Average 2009,UHF34,302,3,Central Harlem - Morningside Heights,,,31.1
Annual Average 2009,UHF34,303,3,East Harlem,,,29.9
Annual Average 2009,UHF34,304,3,Upper West Side,,,32
Annual Average 2009,UHF34,401,3,Long Island City - Astoria,,,26.3
Annual Average 2009,UHF34,402,3,West Queens,,,25.8
Annual Average 2009,UHF34,403,3,Flushing - Clearview,,,22.7
Annual Average 2009,UHF34,405,3,Ridgewood - Forest Hills,,,24.1
Annual Average 2009,UHF34,407,3,Southwest Queens,,,22.9
Annual Average 2009,UHF34,408,3,Jamaica,,,22.3
Annual Average 2009,UHF34,409,3,Southeast Queens,,,19.9
Annual Average 2009,UHF34,410,3,Rockaways,,,14.7
Annual Average 2009,UHF34,305307,3,Upper East Side-Gramercy,,,38.5
Annual Average 2009,UHF34,306308,3,Chelsea-Village  ,,,38.2
Annual Average 2009,UHF34,309310,3,Union Square-Lower Manhattan,,,34
Annual Average 2009,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,,,21.1
Annual Average 2009,UHF34,501502,3,Northern SI,,,19.4
Annual Average 2009,UHF34,503504,3,Southern SI,,,15.7
Annual Average 2009,UHF34,105106107,3,South Bronx,,,27.7
Annual Average 2009,Borough,1,1,Bronx,20.4,29,24.5
Annual Average 2009,Borough,2,1,Brooklyn,19,28.2,24.1
Annual Average 2009,Borough,3,1,Manhattan,27.8,42.6,33.9
Annual Average 2009,Borough,4,1,Queens,17.6,26.4,22.2
Annual Average 2009,Borough,5,1,Staten Island,13.3,21.4,16.8
Annual Average 2009,Citywide,1,0,New York City,15.4,28.6,22.7
Summer 2009,CD,101,6,Financial District (CD1),31.4,36.8,34.2
Summer 2009,CD,102,6,Greenwich Village and Soho (CD2),27.4,34.2,31.6
Summer 2009,CD,103,6,Lower East Side and Chinatown (CD3),23.3,33.3,28.3
Summer 2009,CD,104,6,Clinton and Chelsea (CD4),26.5,39.9,33
Summer 2009,CD,105,6,Midtown (CD5),39.5,50,45
Summer 2009,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),29,44.8,37.1
Summer 2009,CD,107,6,Upper West Side (CD7),26.3,30.1,28.4
Summer 2009,CD,108,6,Upper East Side (CD8),23.4,37.4,31.1
Summer 2009,CD,109,6,Morningside Heights and Hamilton Heights (CD9),26.1,29.4,28
Summer 2009,CD,110,6,Central Harlem (CD10),26,30.2,28.2
Summer 2009,CD,111,6,East Harlem (CD11),23.8,28.1,26.4
Summer 2009,CD,112,6,Washington Heights and Inwood (CD12),20.4,28.9,25
Summer 2009,CD,201,6,Mott Haven and Melrose (CD1),22.9,26.2,24.8
Summer 2009,CD,202,6,Hunts Point and Longwood (CD2),18.9,25.8,22.7
Summer 2009,CD,203,6,Morrisania and Crotona (CD3),22.7,26.6,24.7
Summer 2009,CD,204,6,Highbridge and Concourse (CD4),25.3,28.5,26.9
Summer 2009,CD,205,6,Fordham and University Heights (CD5),24.8,28.3,26.8
Summer 2009,CD,206,6,Belmont and East Tremont (CD6),21.2,25.9,23.9
Summer 2009,CD,207,6,Kingsbridge Heights and Bedford (CD7),20.6,26.1,23.3
Summer 2009,CD,208,6,Riverdale and Fieldston (CD8),16.4,23.7,19.5
Summer 2009,CD,209,6,Parkchester and Soundview (CD9),17.1,23.8,21.1
Summer 2009,CD,210,6,Throgs Neck and Co-op City (CD10),13.6,20.4,17.2
Summer 2009,CD,211,6,Morris Park and Bronxdale (CD11),17.6,21.2,19.4
Summer 2009,CD,212,6,Williamsbridge and Baychester (CD12),15.2,19.8,17.6
Summer 2009,CD,301,6,Greenpoint and Williamsburg (CD1),20.4,25.2,22.7
Summer 2009,CD,302,6,Fort Greene and Brooklyn Heights (CD2),23.5,29,26
Summer 2009,CD,303,6,Bedford Stuyvesant (CD3),22.5,25.1,23.8
Summer 2009,CD,304,6,Bushwick (CD4),18.6,23.5,21.8
Summer 2009,CD,305,6,East New York and Starrett City (CD5),14.8,21.4,18.9
Summer 2009,CD,306,6,Park Slope and Carroll Gardens (CD6),21.7,26.5,24.6
Summer 2009,CD,307,6,Sunset Park (CD7),18.4,25.4,22.5
Summer 2009,CD,308,6,Crown Heights and Prospect Heights (CD8),22.6,25.8,24.3
Summer 2009,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),22.2,24.5,23.5
Summer 2009,CD,310,6,Bay Ridge and Dyker Heights (CD10),15.7,23.3,20.4
Summer 2009,CD,311,6,Bensonhurst (CD11),17,20.9,19.2
Summer 2009,CD,312,6,Borough Park (CD12),19.2,23.6,21.8
Summer 2009,CD,313,6,Coney Island (CD13),11.2,16,13.7
Summer 2009,CD,314,6,Flatbush and Midwood (CD14),18.8,23.2,20.8
Summer 2009,CD,315,6,Sheepshead Bay (CD15),11.5,18.5,15.6
Summer 2009,CD,316,6,Brownsville (CD16),20.5,22.5,21.6
Summer 2009,CD,317,6,East Flatbush (CD17),19.3,23.3,21.2
Summer 2009,CD,318,6,Flatlands and Canarsie (CD18),9.2,19.3,15.5
Summer 2009,CD,401,6,Long Island City and Astoria (CD1),18.8,23.4,21.2
Summer 2009,CD,402,6,Woodside and Sunnyside (CD2),19.1,23,21.4
Summer 2009,CD,403,6,Jackson Heights (CD3),20,23.3,21.7
Summer 2009,CD,404,6,Elmhurst and Corona (CD4),21.6,24.3,23
Summer 2009,CD,405,6,Ridgewood and Maspeth (CD5),16,22.2,19.7
Summer 2009,CD,406,6,Rego Park and Forest Hills (CD6),18.4,24.1,21.2
Summer 2009,CD,407,6,Flushing and Whitestone (CD7),16.8,21.9,19.2
Summer 2009,CD,408,6,Hillcrest and Fresh Meadows (CD8),16,20.9,19
Summer 2009,CD,409,6,Kew Gardens and Woodhaven (CD9),18.6,21.2,20
Summer 2009,CD,410,6,South Ozone Park and Howard Beach (CD10),14.8,19.8,17.6
Summer 2009,CD,411,6,Bayside and Little Neck (CD11),13.9,19.9,17.2
Summer 2009,CD,412,6,Jamaica and Hollis (CD12),16.6,21.3,18.5
Summer 2009,CD,413,6,Queens Village (CD13),13.9,18.3,16
Summer 2009,CD,414,6,Rockaway and Broad Channel (CD14),6,10.5,8.4
Summer 2009,CD,501,6,St. George and Stapleton (CD1),14.9,19.4,17.4
Summer 2009,CD,502,6,South Beach and Willowbrook (CD2),9.7,16,12.9
Summer 2009,CD,503,6,Tottenville and Great Kills (CD3),8.3,13.1,10.8
Summer 2009,UHF34,101,3,Kingsbridge - Riverdale,,,19.5
Summer 2009,UHF34,102,3,Northeast Bronx,,,17.9
Summer 2009,UHF34,103,3,Fordham - Bronx Pk,,,21.1
Summer 2009,UHF34,104,3,Pelham - Throgs Neck,,,19
Summer 2009,UHF34,201,3,Greenpoint,,,22.6
Summer 2009,UHF34,202,3,Downtown - Heights - Slope,,,25.2
Summer 2009,UHF34,203,3,Bedford Stuyvesant - Crown Heights,,,23.2
Summer 2009,UHF34,204,3,East New York,,,19.5
Summer 2009,UHF34,205,3,Sunset Park,,,22.3
Summer 2009,UHF34,206,3,Borough Park,,,21.3
Summer 2009,UHF34,207,3,East Flatbush - Flatbush,,,21.4
Summer 2009,UHF34,208,3,Canarsie - Flatlands,,,15.5
Summer 2009,UHF34,209,3,Bensonhurst - Bay Ridge,,,18.9
Summer 2009,UHF34,210,3,Coney Island - Sheepshead Bay,,,15.2
Summer 2009,UHF34,211,3,Williamsburg - Bushwick,,,23.1
Summer 2009,UHF34,301,3,Washington Heights,,,25.6
Summer 2009,UHF34,302,3,Central Harlem - Morningside Heights,,,28.1
Summer 2009,UHF34,303,3,East Harlem,,,26.4
Summer 2009,UHF34,304,3,Upper West Side,,,28.5
Summer 2009,UHF34,401,3,Long Island City - Astoria,,,21.9
Summer 2009,UHF34,402,3,West Queens,,,21.7
Summer 2009,UHF34,403,3,Flushing - Clearview,,,19.2
Summer 2009,UHF34,405,3,Ridgewood - Forest Hills,,,19.9
Summer 2009,UHF34,407,3,Southwest Queens,,,18.6
Summer 2009,UHF34,408,3,Jamaica,,,18.5
Summer 2009,UHF34,409,3,Southeast Queens,,,16
Summer 2009,UHF34,410,3,Rockaways,,,8.6
Summer 2009,UHF34,305307,3,Upper East Side-Gramercy,,,35.6
Summer 2009,UHF34,306308,3,Chelsea-Village  ,,,35.3
Summer 2009,UHF34,309310,3,Union Square-Lower Manhattan,,,30.9
Summer 2009,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,,,17.8
Summer 2009,UHF34,501502,3,Northern SI,,,16.1
Summer 2009,UHF34,503504,3,Southern SI,,,12
Summer 2009,UHF34,105106107,3,South Bronx,,,24.6
Summer 2009,Borough,1,1,Bronx,16.2,26,20.8
Summer 2009,Borough,2,1,Brooklyn,14.3,24.8,20.1
Summer 2009,Borough,3,1,Manhattan,24.5,40.2,30.9
Summer 2009,Borough,4,1,Queens,13.8,22.3,18.1
Summer 2009,Borough,5,1,Staten Island,9.4,18.2,13.2
Summer 2009,Citywide,1,0,New York City,11.1,25.4,18.9
Winter 2008-09,CD,101,6,Financial District (CD1),38.9,43.4,41.3
Winter 2008-09,CD,102,6,Greenwich Village and Soho (CD2),36.2,41.8,39.7
Winter 2008-09,CD,103,6,Lower East Side and Chinatown (CD3),32.5,41.1,36.9
Winter 2008-09,CD,104,6,Clinton and Chelsea (CD4),35.5,46.6,40.9
Winter 2008-09,CD,105,6,Midtown (CD5),46.2,54.6,50.6
Winter 2008-09,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),37.5,50.6,44.3
Winter 2008-09,CD,107,6,Upper West Side (CD7),34.2,37.9,36.4
Winter 2008-09,CD,108,6,Upper East Side (CD8),32.4,44.4,38.8
Winter 2008-09,CD,109,6,Morningside Heights and Hamilton Heights (CD9),33.5,36.5,35.2
Winter 2008-09,CD,110,6,Central Harlem (CD10),33.2,37.3,35.4
Winter 2008-09,CD,111,6,East Harlem (CD11),31.9,35.8,34.2
Winter 2008-09,CD,112,6,Washington Heights and Inwood (CD12),28.3,35.9,32.4
Winter 2008-09,CD,201,6,Mott Haven and Melrose (CD1),31,33.5,32.4
Winter 2008-09,CD,202,6,Hunts Point and Longwood (CD2),27.1,33.2,30.5
Winter 2008-09,CD,203,6,Morrisania and Crotona (CD3),30.2,33.6,32
Winter 2008-09,CD,204,6,Highbridge and Concourse (CD4),32.5,35.4,34
Winter 2008-09,CD,205,6,Fordham and University Heights (CD5),32.2,35.4,34
Winter 2008-09,CD,206,6,Belmont and East Tremont (CD6),29.3,33.4,31.7
Winter 2008-09,CD,207,6,Kingsbridge Heights and Bedford (CD7),29.3,33.7,31.5
Winter 2008-09,CD,208,6,Riverdale and Fieldston (CD8),25.5,31.9,28.2
Winter 2008-09,CD,209,6,Parkchester and Soundview (CD9),25.3,31.8,29.1
Winter 2008-09,CD,210,6,Throgs Neck and Co-op City (CD10),22.9,29.2,26.3
Winter 2008-09,CD,211,6,Morris Park and Bronxdale (CD11),26.7,29.7,28.2
Winter 2008-09,CD,212,6,Williamsbridge and Baychester (CD12),25,29.1,27.3
Winter 2008-09,CD,301,6,Greenpoint and Williamsburg (CD1),30.6,34.6,32.6
Winter 2008-09,CD,302,6,Fort Greene and Brooklyn Heights (CD2),32.4,37,34.5
Winter 2008-09,CD,303,6,Bedford Stuyvesant (CD3),32,34.1,33.1
Winter 2008-09,CD,304,6,Bushwick (CD4),28.8,33.1,31.7
Winter 2008-09,CD,305,6,East New York and Starrett City (CD5),25.7,31.8,29.5
